■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2023-02-17,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2022~2022   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
310,프렌치 디스패치,웨스 앤더슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-11-18,개봉영화,장편,미국,273,"42,045,600","3,994","38,567,300","3,655",코미디,15세이상관람가,독립/예술영화
311,보일링 포인트,필립 바랜티니,,(주)이놀미디어,(주)이놀미디어,2022-08-04,개봉영화,장편,영국,41,"40,313,553","3,990","26,712,393","2,516",스릴러,15세이상관람가,독립/예술영화
312,옆집사람,염지호,한국예술종합학교,,(주)디스테이션,2022-11-03,개봉영화,장편,한국,72,"30,448,757","3,964","12,217,700","1,638",스릴러,15세이상관람가,독립/예술영화
313,파로호,임상수,한국영화아카데미,,(주)더쿱디스트리뷰션,2022-08-18,개봉영화,장편,한국,51,"34,887,400","3,920","22,375,800","2,469",스릴러,15세이상관람가,독립/예술영화
314,첫번째 아이,허정재,화원,,(주)더쿱디스트리뷰션,2022-11-10,개봉영화,장편,한국,59,"35,330,897","3,851","17,921,497","1,960",드라마,12세이상관람가,독립/예술영화
315,내가 처음으로 사랑한 소녀,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-04-27,개봉영화,장편,홍콩,68,"32,764,370","3,808","16,637,470","1,917",멜로/로맨스,15세이상관람가,독립/예술영화
316,소피의 세계,이제한,마름모필름,,찬란,2022-03-03,개봉영화,장편,한국,84,"31,288,600","3,663","18,464,400","2,066",드라마,12세이상관람가,독립/예술영화
317,은하철도 999 - 극장판,린 타로,,(주)에스피오 엔터테인먼트코리아,(주)디스테이션,2022-10-05,개봉영화,장편,일본,56,"37,895,568","3,649","22,214,364","2,091",애니메이션,12세이상관람가,독립/예술영화
318,배드 럭 뱅잉,라두 주데,,알토미디어(주),알토미디어(주),2022-07-28,개봉영화,장편,루마니아,27,"36,063,000","3,642","21,756,300","2,091",드라마,청소년관람불가,독립/예술영화
319,크레이지 컴페티션,"마리아노 콘,가스통 듀프랫",,주식회사 왓챠,"(주)영화사 진진,주식회사 왓챠",2022-12-28,개봉영화,장편,스페인,40,"33,527,898","3,634","26,159,198","2,807",드라마,15세이상관람가,독립/예술영화
320,4DX 문유,"윤현정,이지혜,문교리",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2022-10-12,개봉영화,장편,한국,10,"30,929,500","3,581","16,681,000","1,947",기타,12세이상관람가,일반영화
321,살인청부업자,강태호,(주)피터팬픽쳐스,,(주)피터팬픽쳐스,2022-11-03,개봉영화,장편,한국,50,"26,650,999","3,568","11,200,799","1,447",범죄,청소년관람불가,일반영화
322,스타게이저: 아스트로스코프,도하,(주)위즈온센,,CGV ICECON,2022-10-27,개봉영화,장편,한국,31,"70,676,000","3,534","34,139,000","1,707",공연,전체관람가,일반영화
323,파워 오브 도그,제인 캠피온,,,씨제이 씨지브이(CJ CGV)(주),2021-11-17,개봉영화,장편,미국,113,"32,443,500","3,525","19,204,500","2,020",드라마,15세이상관람가,일반영화
324,유어 러브 송,앤드류 첸,,주식회사 모쿠슈라픽쳐스,(주)다자인소프트,2022-03-16,개봉영화,장편,홍콩,59,"25,588,700","3,478","16,392,200","2,191",멜로/로맨스,12세이상관람가,독립/예술영화
325,EBS친구들 씽씽 댄스파티,,한국교육방송공사 EBS,,(주)에픽캔,2022-09-20,개봉영화,장편,한국,1,"20,555,000","3,393","2,226,000",359,가족,전체관람가,일반영화
326,연애 빠진 로맨스,정가영,"(주)씨제이이엔엠,트웰브져니(주)",,(주)씨제이이엔엠,2021-11-24,개봉영화,장편,한국,967,"28,663,790","3,381","12,115,410","1,691",멜로/로맨스,15세이상관람가,일반영화
327,낮에는 덥고 밤에는 춥고,박송열,사랑하자,,필름다빈,2022-10-27,개봉영화,장편,한국,51,"27,001,995","3,327","17,060,896","2,048",드라마,12세이상관람가,독립/예술영화
328,"그 남자, 좋은 간호사",토비아스 린드홀름,,,씨제이 씨지브이(CJ CGV)(주),2022-10-19,개봉영화,장편,미국,61,"27,862,000","3,261","14,541,200","1,673",스릴러,15세이상관람가,일반영화
329,트랜스,도내리,네거티브 필름 프로덕션즈,,(주)마노엔터테인먼트,2022-11-17,개봉영화,장편,한국,29,"11,680,099","3,254","4,647,399",577,SF,15세이상관람가,독립/예술영화
330,라스트 나잇 인 소호,에드가 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-12-01,개봉영화,장편,미국,511,"16,463,000","3,253","16,463,000","3,253",공포(호러),청소년관람불가,일반영화
331,"위대한 계약: 파주, 책, 도시","김종신,정다운",기린그림,,(주)영화사 진진,2022-04-21,개봉영화,장편,한국,30,"27,535,700","3,247","19,360,000","2,156",다큐멘터리,전체관람가,독립/예술영화
332,튜브펫주식회사,"송상민,곽지성",(주)지티지그룹,,"(주)지티지그룹,와이드 릴리즈(주)",2022-12-08,개봉영화,장편,한국,55,"25,999,499","3,216","11,875,699","1,460",드라마,전체관람가,일반영화
333,큐브,,,찬란,(주)디스테이션,2022-08-24,개봉영화,장편,일본,51,"30,326,998","3,210","19,459,100","2,061",스릴러,15세이상관람가,독립/예술영화
334,초선,전후석,"디아스포라 필름,포핸즈스토리",,커넥트픽쳐스(주),2022-11-03,개봉영화,장편,한국,41,"25,395,796","3,208","18,459,996","2,498",다큐멘터리,12세이상관람가,독립/예술영화
335,약속의 네버랜드,히라카와 유이치로,,(주)엔케이컨텐츠,(주)디스테이션,2022-04-07,개봉영화,장편,일본,59,"23,051,300","3,206","11,131,500","1,673",판타지,12세이상관람가,독립/예술영화
336,피드백,,,(주)스튜디오 보난자,(주)스튜디오 보난자,2022-01-05,개봉영화,장편,스페인,38,"24,000,200","3,151","11,471,300","1,663",공포(호러),청소년관람불가,독립/예술영화
337,할로윈 엔드,데이빗 고든 그린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-10-13,개봉영화,장편,미국,14,"18,055,992","3,111","7,907,295","1,199",공포(호러),청소년관람불가,일반영화
338,이태석,이우석,"드림채널,주식회사 블루필름웍스",,"THE 픽쳐스,주식회사 블루필름웍스",2022-12-29,개봉영화,장편,한국,100,"28,841,199","3,108","9,533,299","1,001",다큐멘터리,전체관람가,독립/예술영화
339,내추럴 바이스,,,(주)로드하우스,(주)로드하우스,2022-11-24,개봉영화,장편,미국,49,"15,492,600","3,061","3,366,300",662,범죄,청소년관람불가,일반영화
340,4월은 너의 거짓말,신조 타케히코,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2022-04-20,개봉영화,장편,일본,109,"30,639,200","3,025","16,991,900","1,627",멜로/로맨스,전체관람가,일반영화
341,완벽한 축사를 준비하는 방법,로랑 티라르,,판씨네마(주),판씨네마(주),2022-05-19,개봉영화,장편,프랑스,51,"28,249,000","3,019","21,698,800","2,227",코미디,15세이상관람가,독립/예술영화
342,데솔레이트,,,(주)로드하우스,(주)로드하우스,2022-12-06,개봉영화,장편,미국,49,"15,059,599","2,999","3,244,000",645,액션,15세이상관람가,일반영화
343,돈 룩 업,아담 맥케이,,,씨제이 씨지브이(CJ CGV)(주),2021-12-08,개봉영화,장편,미국,656,"21,419,900","2,959","11,000,000","1,426",코미디,15세이상관람가,일반영화
344,임파서블 러브,까뜨린느 꼬르시니,,(주)달빛공장,(주)디오시네마,2022-07-28,개봉영화,장편,프랑스,30,"27,178,900","2,885","19,893,400","1,950",드라마,청소년관람불가,독립/예술영화
345,윤시내가 사라졌다,김진화,한국영화아카데미,,"(주)블루라벨픽쳐스,디스트릭 몽",2022-06-08,개봉영화,장편,한국,51,"26,351,700","2,853","15,107,000","1,549",드라마,12세이상관람가,독립/예술영화
346,기도의 숨결,"세실 베스노,이반 마사카",,(주)영화사 진진,(주)영화사 진진,2022-08-18,개봉영화,장편,프랑스,14,"23,966,100","2,852","19,206,600","2,079",다큐멘터리,전체관람가,독립/예술영화
347,요정,신택수,한국예술종합학교 미디어콘텐츠센터,,"(주)싸이더스,(주)블루라벨픽쳐스",2022-12-01,개봉영화,장편,한국,32,"24,838,997","2,846","15,394,497","1,686",드라마,12세이상관람가,독립/예술영화
348,에반게리온 신극장판: 파,"안노 히데아키,츠루마키 카즈야,마사유키",,미라지엔터테인먼트,(주)라이크콘텐츠,2022-10-14,개봉영화,장편,일본,12,"34,454,000","2,842","20,535,000","1,645",애니메이션,12세이상관람가,일반영화
349,파이어스타터,키이스 토마스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-05-19,개봉영화,장편,미국,6,"14,270,560","2,814",0,0,공포(호러),12세이상관람가,일반영화
350,에반게리온 신극장판: Q,"안노 히데아키,츠루마키 카즈야,마사유키,마에다 마히로",,미라지엔터테인먼트,(주)라이크콘텐츠,2022-10-14,개봉영화,장편,일본,14,"33,521,000","2,791","15,818,000","1,262",애니메이션,15세이상관람가,일반영화
351,머슴바울,권혁만,"권필름,스토리윤",,"(주)드림팩트엔터테인먼트,기독교대한감리회",2022-11-24,개봉영화,장편,한국,23,"26,979,600","2,741","13,720,100","1,276",사극,전체관람가,독립/예술영화
352,고스트랜드,소노 시온,,(주)더세컨드웨이브,(주)영화사오원,2022-06-29,개봉영화,장편,미국,48,"21,826,800","2,717","10,629,800","1,274",액션,15세이상관람가,일반영화
353,말아,곽민승,왓에버웍스,,㈜인디스토리,2022-08-25,개봉영화,장편,한국,33,"22,826,900","2,714","16,683,400","1,836",드라마,12세이상관람가,독립/예술영화
354,에브리띵 윌 체인지,,,(주)영화사 안다미로,(주)영화사 안다미로,2022-11-09,개봉영화,장편,독일,15,"15,452,900","2,708","6,661,400","1,011",SF,12세이상관람가,독립/예술영화
355,"틱, 틱... 붐!",린-마누엘 미란다,,,씨제이 씨지브이(CJ CGV)(주),2021-11-12,개봉영화,장편,미국,108,"27,949,000","2,685","21,414,200","2,017",드라마,12세이상관람가,일반영화
356,리프레쉬,김길영,㈜케이엠글로벌미디어,,(주)이놀미디어,2022-02-16,개봉영화,장편,한국,44,"18,819,100","2,664","12,656,700","1,706",드라마,12세이상관람가,독립/예술영화
357,더 요트,,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-10-20,개봉영화,장편,미국,53,"19,273,895","2,660","8,070,699","1,020",스릴러,15세이상관람가,일반영화
358,스프링 블라썸,,,(주)영화사 진진,(주)영화사 진진,2022-05-04,개봉영화,장편,프랑스,36,"23,111,000","2,651","15,301,100","1,633",드라마,12세이상관람가,독립/예술영화
359,플레이그라운드,,,해피송,해피송,2022-05-25,개봉영화,장편,벨기에,43,"22,802,100","2,647","15,720,000","1,743",드라마,12세이상관람가,독립/예술영화
360,엔드게임: 나는 킬러다,,,찬란,찬란,2022-01-20,개봉영화,장편,홍콩,41,"17,642,360","2,609","9,620,520","1,460",액션,15세이상관람가,독립/예술영화
361,나이트 레이더스,다니스 고렛,,주식회사 더쿱,"(주)하이스트레인저,주식회사 더쿱",2022-03-03,개봉영화,장편,뉴질랜드,72,"22,237,600","2,607","10,941,600","1,270",스릴러,15세이상관람가,독립/예술영화
362,초록밤,윤서진,디파이언트,,㈜인디스토리,2022-07-28,개봉영화,장편,한국,31,"22,363,327","2,595","16,069,027","1,693",기타,15세이상관람가,독립/예술영화
363,피가로~피가로~피가로,벤 루윈,,주식회사 디에스이이디,(주)트리플픽쳐스,2022-11-10,개봉영화,장편,영국,28,"21,966,400","2,521","14,163,300","1,515",코미디,12세이상관람가,독립/예술영화
364,역으로 가는 길을 알려줘,,,(주)영화사 진진,(주)영화사 진진,2022-02-17,개봉영화,장편,일본,25,"19,281,300","2,491","12,719,800","1,572",드라마,전체관람가,독립/예술영화
365,감동주의보,김우석,(주)글로빅엔터테인먼트,,(주)스튜디오 보난자,2022-06-22,개봉영화,장편,한국,28,"21,009,000","2,483","14,318,000","1,564",멜로/로맨스,전체관람가,독립/예술영화
366,어거스트 버진,,,,M&M 인터내셔널,2022-03-24,개봉영화,장편,스페인,49,"20,966,600","2,483","13,343,800","1,417",드라마,15세이상관람가,독립/예술영화
367,달이 지는 밤,"김종관,장건재",(재)무주산골문화재단,,(주)디오시네마,2022-09-22,개봉영화,장편,한국,47,"22,102,396","2,451","14,882,596","1,354",드라마,15세이상관람가,독립/예술영화
368,핑크퐁과 아기상어의 월드투어쇼,이승규,CGV ICECON,,CGV ICECON,2022-05-28,개봉영화,장편,한국,39,"25,221,000","2,433","7,418,500",804,공연,전체관람가,일반영화
369,열대왕사,샤이페이 웬,,(주)싸이더스,(주)싸이더스,2022-04-21,개봉영화,장편,중국,25,"15,868,160","2,417","11,197,760","1,683",범죄,15세이상관람가,독립/예술영화
370,임신한 나무와 도깨비,"김동령,박경태","(주)시네마달,웃음과바늘 필름&아카이브",,(주)시네마달,2022-01-27,개봉영화,장편,한국,20,"15,292,300","2,400","10,943,800","1,807",드라마,15세이상관람가,독립/예술영화
371,더 렛지,하워드 J. 포드,,(주)누리픽쳐스,씨제이 씨지브이(CJ CGV)(주),2022-06-15,개봉영화,장편,영국,30,"20,010,900","2,394","10,634,100","1,303",액션,15세이상관람가,독립/예술영화
372,기동전사 건담 쿠쿠루스 도안의 섬,야스히코 요시카즈,,(주)에스피오 엔터테인먼트코리아,(주)디스테이션,2022-10-05,개봉영화,장편,일본,47,"26,004,476","2,374","14,623,485","1,320",애니메이션,12세이상관람가,독립/예술영화
373,존경하고 사랑하는 국민여러분,김진홍,"(주)영화사메이플러스,광주MBC",,"주식회사 블루필름웍스,(주)영화사메이플러스",2022-01-27,개봉영화,장편,한국,22,"21,491,700","2,372","9,505,400","1,044",다큐멘터리,12세이상관람가,독립/예술영화
374,부기나이트,김경엽,(주)콘텐츠지,,(주)라온컴퍼니플러스,2022-04-28,개봉영화,장편,한국,23,"15,353,370","2,340","9,897,070","1,516",코미디,15세이상관람가,일반영화
375,블로우백,티보 타카스,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-11-17,개봉영화,장편,미국,50,"17,771,699","2,315","7,990,300",994,액션,15세이상관람가,일반영화
376,비틀즈 겟 백: 루프탑 콘서트,피터 잭슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-02-11,개봉영화,장편,미국,15,"34,971,400","2,311","25,746,500","1,639",다큐멘터리,12세이상관람가,일반영화
377,파이어버드,,,그린나래미디어(주),그린나래미디어(주),2022-11-17,개봉영화,장편,에스토니아,38,"22,672,891","2,304","16,243,192","1,559",멜로/로맨스,15세이상관람가,독립/예술영화
378,그 남자는 타이타닉을 보고 싶지 않았다,,,주식회사 슈아픽처스,주식회사 슈아픽처스,2022-03-10,개봉영화,장편,핀란드,43,"19,716,640","2,190","13,219,240","1,306",드라마,12세이상관람가,독립/예술영화
